code;traduction;paragraphe;marqueur;ecritures_rattachees
64-0823M;VGR;222;Alors, voilà, à propos de la question de tout à l’heure. Voyez? Au tribunal. Jésus, l’Église, l’Épouse, avait été enlevée, Elle était partie dans la Gloire, et là-haut Elle s’est mariée, puis Elle est;Apocalypse 20:4
64-0823M;VGR;232;Premièrement, je ne suis pas un Messie! Voyez? Le Messie, c’est Jésus-Christ, mais nous, nous sommes des “Messiets”, chacun de nous. Messie, Messie signifie “Celui qui est oint”. Et en Lui habitait co;(aucune ref proche)
64-0823M;VGR;242;“Eh bien, nous avons suivi Frère Branham jusqu’ici. Il était censé…” Et je suis tout ce qu’il y a de plus innocent de la chose. Ces chers et braves gens, ils—ils savent que je les aime, et malgré qu’i;(aucune ref proche)
64-0823M;VGR;250;Si je laisse ces gens rester là-bas et se mettre à vivre d’aumônes, qu’est-ce qui va arriver? Alors c’est exactement ce que les dénominations et tous les autres attendent. “Ah! ah! je vous avais bien ;(aucune ref proche)
64-0823M;VGR;258;Un ministre est venu me voir, l’autre jour, il disait : “Frère Branham, ils sont en train de former la secte la plus terrible que vous ayez jamais vue, là-bas.” Il disait : “Chacun d’eux, tous les mat;(aucune ref proche)
64-0823M;VGR;264;Maintenant, la Bible dit… Et, si vous m’appelez un prophète, — je ne me donne pas ce titre-là, mais si c’est comme ça que vous m’appelez, souvenez-vous, je vous dis, au nom d’un prophète, vous voyez, ;(aucune ref proche)
64-0823M;VGR;272;Maintenant, tout ce que vous avez à faire, frère ou sœur (c’est peut-être une personne jeune, ou bien âgée, peu importe), vous avez dit… Ils ne peuvent pas arriver à s’abandonner entièrement. Remettez;(aucune ref proche)
64-0823M;VGR;286;Et c’est là que ça a commencé, en plein là, à Rome, et c’est là qu’est le siège de la bête, et c’est de là qu’est venue la vieille mère prostituée. Et ses filles sont des prostituées, exactement comme;(aucune ref proche)
64-0823M;VGR;299;"En voyant ces pauvres frères et sœurs de couleur, là-bas, en ce moment; ils voulaient l’intégration. Dès qu’ils l’ont eue… C’est bien; ils devraient l’avoir; ce sont des frères et des sœurs. Bon, mais";(aucune ref proche)
64-0823M;VGR;305;J’ai écrit là, je l’ai écrit, pour que ce soit toujours devant moi : “Christ devant moi, pendant que je réponds à ces questions.” Croyez-vous que ce que j’ai dit venait du cœur? Tout venait du cœur, d;(aucune ref proche)
64-0830E;VGR;2;Il a dit : “Frère Branham, les gens m’ont demandé si tu pouvais finir de répondre à ces questions.” Je—je—je ne voudrais jamais me dérober à mon devoir. J’ai beaucoup d’estime pour Frère Neville. Alor;(aucune ref proche)
64-0830E;VGR;9;"Maintenant, passons au plus vite aux questions, là, et voyons si nous pouvons prendre… Il y en a encore une autre, ici quelque part. Il est dit : “Numéro 3.” Je crois que celle-ci, c’est une lettre; c";(aucune ref proche)
64-0830E;VGR;16;Maintenant, Apocalypse, chapitre 12… Mais, juste une chose : le Seigneur me révèle ou me parle, c’est que, je viens d’avoir toutes ces visions, vous voyez, alors c’est assez difficile de les empêcher ;Romains 7:14
64-0830E;VGR;24;Si j’avais prêché ce soir, j’aurais prêché sur le sujet, je l’ai noté ici dans la Bible : “La Vigne qui avait été transférée d’Égypte en Palestine.” Combien d’entre vous savent que Dieu a dit qu’Israë;Romains 7:14
64-0830E;VGR;33;Je me souviens de l’un d’eux, à Phoenix, en Arizona. Billy descendait distribuer des cartes de prière. Il se tenait là, simplement, et il distribuait des cartes de prière. Et les gens qui étaient capa;(aucune ref proche)
64-0830E;VGR;40;Ça s’est passé à Meridian, dans le Mississippi. Beaucoup d’entre vous, les unitaires, Frère Bigby tenait, parrainait mes réunions, c’est un frère unitaire. Et un soir de réunion, Billy Paul était allé;(aucune ref proche)
64-0830E;VGR;47;Maintenant, si cette femme n’avait pas exécuté ce que Dieu lui avait dit, peut-être qu’elle aurait alors reçu une réprimande 952 CONDUITE, ORDRE ET DOCTRINE DE L’ÉGLISE de l’Esprit, vous voyez, et ell;Apocalypse 22:8
64-0830E;VGR;58;"Celui-ci est un esprit mourant dans un corps mourant; mais, bon, vous ne pouvez pas être dans deux corps à la fois, par contre il peut y avoir deux natures en vous à la fois. Maintenant, la nature de ";Apocalypse 22:8
64-0830E;VGR;65;Puis il y a un Ange surnaturel, qui descend, de la part du Seigneur, un Messager, comme Gabriel, et—et Michel, Absinthe, et ainsi de suite, ce sont leurs noms. 386. Frère Branham, qu’est-ce qui ne va ;Malachie 4:0, Apocalypse 7:0, Malachie 4:0
64-0830E;VGR;71;Prenez exactement le contraire. Si vous voulez toujours imposer votre volonté, — un enfant gâté qui veut toujours n’en faire qu’à sa tête, — alors faites volte-face, prenez de tout votre cœur la direc;Malachie 4:0, Apocalypse 7:0, Malachie 4:0, Job 14:21
64-0830E;VGR;80;"Et je doute fort qu’il en sera ainsi, parce que la Bible dit : “De deux personnes qui seront dans un même lit, J’en prendrai une QUESTIONS ET RÉPONSES 959 et J’en laisserai une; et de deux qui seront ";Job 14:21, Job 14:0
64-0830E;VGR;86;Prédicateurs, ministre, pourquoi nous avons ces fardeaux… n’avons pas de fardeau pour les âmes perdues. Je crois que c’est— c’est un manque de réveil. Je crois que nous devrions encore essayer de prie;Job 14:21, Job 14:0
64-0830E;VGR;93;Les incroyants disparaîtront dans la période de la Tribulation, avec les vierges endormies, et tous les autres 962 CONDUITE, ORDRE ET DOCTRINE DE L’ÉGLISE (incroyants et vierges endormies), et le rest;(aucune ref proche)
64-0830E;VGR;103;"J’ai bondi devant eux, j’avais abaissé le chien de la carabine. J’ai dit : “Maintenant, lequel d’entre vous veut mourir le premier, pour ne pas voir les autres?” Ils se sont mis à hurler; j’ai dit : “";(aucune ref proche)
64-0830E;VGR;109;Bon, un homme, d’abord, le corps d’un homme n’est pas une tentation comme celui de la femme. Bon, l’homme, cette espèce de gros spécimen aux jambes poilues, aux genoux cagneux, à la grosse bedaine, et;Marc 16:0, Matthieu 24:28
64-0830E;VGR;117;Et donc, si—si c’était quelque chose que je désirais faire, et que j’avais à cœur de le faire, je le ferais. Oui monsieur! Il n’y a absolument rien qui l’interdit. Il n’y a absolument rien qui vous in;Marc 16:0, Matthieu 24:28
64-0830E;VGR;123;C’est au sujet du contrôle des naissances. Je—je… Je vais vous parler de ça en—en privé, vous voyez, comme je l’ai dit ce matin. Premièrement, les cinq vierges folles seront-elles sauvées pendant le… ;Matthieu 24:28, Marc 16:18
64-0830E;VGR;132;Mais je dirai ceci, en tant que frère chrétien qui s’adresse à un frère chrétien : Si vous avez un champ de tabac, vendez- le à quelqu’un d’autre, et tentez votre chance avec le maïs. Je crois que ce ;Marc 16:18, Marc 16:0
64-0830E;VGR;138;"Parlez-lui avec amour. Je ne… Je crois que j’ai répondu à ça, mais je—je… N’essayez pas d’imposer quelque chose à qui que ce soit. Soyez salés, c’est tout; ils auront envie d’être comme vous. Frères e";Marc 16:18, Marc 16:0, Apocalypse 10:0, Malachie 4:0
64-0830E;VGR;149;Bon, vous dites : “Eh bien, ces gens-là ont la foi.” Je ne dis pas qu’ils n’ont pas la foi — ils se brûlent avec un chalumeau à acétylène, et des choses du genre — mais, vous voyez, ce ne sont quand m;Apocalypse 10:0, Malachie 4:0, Apocalypse 10:0, Malachie 4:0, Genese 6:3, Malachie 4:0
64-0830E;VGR;159;Et, si vous remarquez, pour le confirmer, là, que ce n’est pas… La façon dont le Saint-Esprit a écrit cela par ce prophète, Il a dit : “Il ramènera, d’abord, le cœur des pères à leurs enfants.” Voyez?;(aucune ref proche)
64-0830E;VGR;171;Je vais vous prouver ce que j’avance. J’avais dit ça il y a environ deux ans. Regardez ce qui est en train de se produire en ce moment. Ils ont dit qu’ils luttaient pour l’intégration, et quand la loi;(aucune ref proche)
64-0830E;VGR;182;Je—je n’aime pas parler de ça, du divorce. Ça—ça… Ça, je— je—je vais en parler un peu plus tard. 428. Frère Branham, Frère (Une minute. Ceci concerne l’un des ministres d’ici. Je vais la lire d’abord.;(aucune ref proche)
64-0830E;VGR;190;"En Christ. Eh oui! Pour le dernier jour, ils se rassembleront en Christ. Ne l’oubliez pas, maintenant. Nous avons un lieu de rassemblement; nous l’avons, parfaitement. 431. On nous appelle… (Maintenan";(aucune ref proche)
64-0830E;VGR;200;Je me souviens quand ils ont fait une journée de vente d’insignes, pour ramasser nos premiers sous. Et je me souviens que Hope s’était placée au coin de la rue. Elle n’était qu’une jeune fille d’envir;(aucune ref proche)
64-0830E;VGR;209;"Le jour s’éteint à l’ouest, le ciel a béni la terre; la terre est bénie. Comme j’aime le coucher du soleil du soir, quand il descend, que les oiseaux lancent leur dernier appel. Et c’est ce qui doit a";(aucune ref proche)
64-0830M;VGR;2;"Ceci est un petit moment de répit pour moi, pendant quelques instants. J’ai eu les réunions, là-derrière, les entretiens; je devais avoir, soit des entretiens ou bien, ou—ou m’occuper des questions et";(aucune ref proche)
64-0830M;VGR;8;Le conseil que je donnerais à n’importe qui, c’est de ne jamais mener une vie nomade, vous voyez, à moins que ce ne soit un ministère qui vous appelle à être comme ça, parce que moi, je— je donnerais ;(aucune ref proche)
64-0830M;VGR;14;"Je connais ces questions, ce que Jésus a dit, ici : “Si un homme répudie sa femme et en épouse une autre, si ce n’est pour cause de fornication, il commet un adultère; quiconque épouse une femme répud";(aucune ref proche)
64-0830M;VGR;24;"Maintenant, si je… Je pense que si vous passez la bande… (Je ne sais pas qui a écrit ça; il n’y a aucune signature, seulement un petit morceau de papier écrit à l’encre bleue, tiré d’un petit carnet. ";(aucune ref proche)
64-0830M;VGR;34;Remarquez, mais je ne suis pas un politicien, je—je veux être un Chrétien. Voyez? Et ceci n’est pas un endroit pour la politique. Voyez? Toute la chose est fichue, de toute manière, cette voie-là, mai;(aucune ref proche)
64-0830M;VGR;42;Lorsque vous naissez en tant qu’humain, les traits naturels d’un être humain vous accompagnent. Vous ne vivrez pas dans QUESTIONS ET RÉPONSES 873 un arbre, et vous ne chercherez pas à voler avec des a;(aucune ref proche)
64-0830M;VGR;48;Or, ces dons sont dans le Saint-Esprit. Maintenant, si cette assemblée, ce matin, cette…juste une église bien confortable, pleine de… (Les pièces supplémentaires, bien entendu, elles sont pleines auss;(aucune ref proche)
64-0830M;VGR;55;Maintenant, je ne voudrais pas mettre cet auditoire dans l’embarras, ou même moi vis-à‑vis de vous. Mais je me demande — si je demandais ce matin qui, dans cet auditoire de gens, a le Saint-Esprit, pr;Ezechiel 9:0
64-0830M;VGR;70;Il a dit à l’Ange qui marquait du sceau (dans Ézéchiel 9, c’est exact), Il a dit : “Prends… Passe dans la ville et fais une marque sur ceux qui soupirent et qui gémissent à cause des abominations qui ;Ezechiel 9:0
64-0830M;VGR;82;"Alors, recevez Christ dans votre cœur; c’est ça le vrai… Christ et le Saint-Esprit, c’est la même chose. Le Saint-Esprit, Christ signifie “le Oint”. Le Saint-Esprit est cette Onction, et c’est vous qu";(aucune ref proche)
64-0830M;VGR;91;Mais que moi, la—la personne, William Branham, ou—ou que n’importe quel autre homme ou femme soit le Seigneur Jésus- Christ notre Sauveur, ça, c’est une erreur. Par contre, être oint QUESTIONS ET RÉPO;(aucune ref proche)
64-0830M;VGR;104;"Bon, ça, c’est votre sentier tracé, à la naissance; c’est ce que vous êtes, comme homme naturel ou comme femme naturelle. Mais, quand vous naissez de nouveau, là ce n’est pas la conscience extérieure.";(aucune ref proche)
64-0830M;VGR;113;Mais, vous voyez, Sa Vie s’est partagée le Jour de la Pentecôte. Quand cette Colonne de Feu est descendue, Elle s’est partagée, comme des langues séparées qui se sont posées sur chacun d’eux, Dieu S’e;(aucune ref proche)
64-0830M;VGR;121;"Alors, sœur, ou frère, qui que vous soyez, ou, il s’agit ici d’un frère, parce qu’il a posé la question au sujet de sa femme : soyez salé, c’est tout; elle aura soif, s’il y a quelque chose en elle qu";(aucune ref proche)
64-0830M;VGR;127;Et maintenant, souvenez-vous : allez à l’église quelque part, à un endroit. Si… Je—je pourrais nommer une certaine église dénominationnelle, mais je ne le ferai pas, parce que cette église, la seule c;(aucune ref proche)
64-0830M;VGR;133;“Et qu’en est-il de mon frère et de ma sœur catholiques? Merci.” Je vais vous dire, Mme C-o-r-n-i-l-s-e‑n… Si cette dame est ici, qu’elle aille voir Billy Paul ce matin. Et—et sinon, eh bien, je vais—;(aucune ref proche)
64-0830M;VGR;139;Vous vous souvenez, le jour où Il s’est tenu là, et qu’Il a dit : “Vous dites que vous avez mangé la manne dans le désert… QUESTIONS ET RÉPONSES 893 — Nos pères ont mangé la manne. — Et ils sont morts;(aucune ref proche)
64-0830M;VGR;150;Alors, c’est ce jour de Sabbat, où l’Église n’aura plus à lutter contre le péché. Satan est lié pour un peu de temps, pour mille ans, parce que ses sujets sont tous en enfer, et ses… L’Église qui se t;(aucune ref proche)
64-0830M;VGR;156;La question a été posée l’autre jour : “Une annulation— annulation—une annulation de mariage, est-ce la même chose qu’un divorce?” Voyez? Quand vous me posez ces questions-là, mes amis, vous ne savez ;(aucune ref proche)
64-0830M;VGR;167;Or, je ne vous parle pas comme ça très souvent, parce que, vous êtes mes enfants, comme je vous appelle. Je vous ai engendrés à Christ par l’Évangile. Et, pendant que nous sommes ici ensemble, qu’il y;(aucune ref proche)
64-0830M;VGR;174;Souvenez-vous, quand vous me demandez de vous dire quelque chose, et que je ne le reçois pas du Seigneur, moi aussi, je suis déçu. Mais je ne vais pas être un hypocrite ou un menteur, je vais vous dir;(aucune ref proche)
64-0830M;VGR;182;“Nous avons été mariés il y a vingt et un ans (oui)…le juge de paix.” Chère sœur, cher frère, une fois un représentant de commerce m’a raconté qu’il était entré dans une église (c’était un Chrétien), ;Apocalypse 11:3, Apocalypse 11:4, Zacharie 4:0, Zacharie 4:12, Apocalypse 11:0, Zacharie 4:0
64-0830M;VGR;189;Mon oncle avait une petite fille, là-bas à—à New York. Elle avait la plus belle des chevelures. D’un brun foncé, et elle portait des nattes. Autrefois ma mère pouvait…ses nattes lui allaient jusqu’ici;Apocalypse 11:3, Apocalypse 11:4, Zacharie 4:0, Zacharie 4:12, Apocalypse 11:0, Zacharie 4:0
